"A továbbszámított népesség száma megyék és a település jogállása szerint"
"Magyaroszág lakónépessége"



" ";"Mutatók";
"Idõszak";"Nem";"Korév";"Terület";"Népesség száma január 1-jén (fõ)";"Évközepi népesség száma (fõ)";
"";"";"";"Vas megye";"10335";"9961,5";
"";"";"";"Zala megye";"12055";"11684,5";
"";"";"";"Baranya megye";"16532";"16073,0";
"";"";"";"Somogy megye";"13111";"12665,0";
"";"";"";"Tolna megye";"9829";"9519,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"28533";"27804,5";
"";"";"";"Heves megye";"12441";"12100,0";
"";"";"";"Nógrád megye";"8382";"8128,5";
"";"";"";"Hajdú-Bihar megye";"21481";"20836,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"22751";"22170,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"15776";"15275,5";
"";"";"";"Bács-Kiskun megye";"20672";"20022,0";
"";"";"";"Békés megye";"15149";"14628,5";
"";"";"";"Csongrád megye";"16077";"15520,0";
"";"";"35 - 39 éves";"Budapest";"89395";"89841,0";
"";"";"";"Pest megye";"40410";"40515,0";
"";"";"";"Fejér megye";"17361";"17581,0";
"";"";"";"Komárom-Esztergom megye";"12964";"13135,5";
"";"";"";"Veszprém megye";"15396";"15636,5";
"";"";"";"Gyõr-Moson-Sopron megye";"17323";"17601,5";
"";"";"";"Vas megye";"11149";"11393,5";
"";"";"";"Zala megye";"12149";"12403,5";
"";"";"";"Baranya megye";"16591";"16884,0";
"";"";"";"Somogy megye";"14087";"14237,5";
"";"";"";"Tolna megye";"10312";"10426,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"29433";"29619,0";
"";"";"";"Heves megye";"13471";"13582,5";
"";"";"";"Nógrád megye";"8895";"8943,0";
"";"";"";"Hajdú-Bihar megye";"21682";"21887,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"22178";"22456,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"16713";"16885,5";
"";"";"";"Bács-Kiskun megye";"20951";"21181,5";
"";"";"";"Békés megye";"16032";"16190,5";
"";"";"";"Csongrád megye";"17750";"17935,5";
"";"";"40 - 44 éves";"Budapest";"81055";"81351,5";
"";"";"";"Pest megye";"34603";"35364,5";
"";"";"";"Fejér megye";"14061";"14511,0";
"";"";"";"Komárom-Esztergom megye";"10731";"10991,5";
"";"";"";"Veszprém megye";"12314";"12626,0";
"";"";"";"Gyõr-Moson-Sopron megye";"14548";"14923,5";
"";"";"";"Vas megye";"9228";"9416,5";
"";"";"";"Zala megye";"9928";"10181,5";
"";"";"";"Baranya megye";"14134";"14478,0";
"";"";"";"Somogy megye";"11772";"12099,0";
"";"";"";"Tolna megye";"8656";"8905,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"24300";"24953,0";
"";"";"";"Heves megye";"11220";"11535,5";
"";"";"";"Nógrád megye";"7547";"7681,0";
"";"";"";"Hajdú-Bihar megye";"17805";"18408,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"17745";"18374,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"13700";"14103,0";
"";"";"";"Bács-Kiskun megye";"18400";"18789,0";
"";"";"";"Békés megye";"13832";"14263,5";
"";"";"";"Csongrád megye";"15653";"15961,5";
"";"";"45 - 49 éves";"Budapest";"75518";"76271,5";
"";"";"";"Pest megye";"32733";"32654,0";
"";"";"";"Fejér megye";"13489";"13288,5";
"";"";"";"Komárom-Esztergom megye";"10781";"10602,5";
"";"";"";"Veszprém megye";"12206";"12066,0";
"";"";"";"Gyõr-Moson-Sopron megye";"13622";"13546,0";
"";"";"";"Vas megye";"8660";"8621,5";
"";"";"";"Zala megye";"9562";"9440,5";
"";"";"";"Baranya megye";"13885";"13672,0";
"";"";"";"Somogy megye";"11105";"11014,5";
"";"";"";"Tolna megye";"8021";"7905,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"24992";"24579,5";
"";"";"";"Heves megye";"11377";"11236,0";
"";"";"";"Nógrád megye";"7985";"7898,5";
"";"";"";"Hajdú-Bihar megye";"17080";"16865,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"15925";"15596,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"13970";"13643,5";
"";"";"";"Bács-Kiskun megye";"17843";"17707,0";
"";"";"";"Békés megye";"13231";"12994,5";
"";"";"";"Csongrád megye";"14825";"14735,0";
"";"";"50 - 54 éves";"Budapest";"60992";"61598,0";
"";"";"";"Pest megye";"28269";"28603,0";
"";"";"";"Fejér megye";"13040";"13036,0";
"";"";"";"Komárom-Esztergom megye";"10017";"10102,0";
"";"";"";"Veszprém megye";"11776";"11800,0";
"";"";"";"Gyõr-Moson-Sopron megye";"12421";"12502,0";
"";"";"";"Vas megye";"8026";"8096,5";
"";"";"";"Zala megye";"9459";"9480,0";
"";"";"";"Baranya megye";"13334";"13354,5";
"";"";"";"Somogy megye";"10915";"10911,5";
"";"";"";"Tolna megye";"7825";"7854,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"25095";"25035,0";
"";"";"";"Heves megye";"10995";"11013,0";
"";"";"";"Nógrád megye";"7659";"7626,5";
"";"";"";"Hajdú-Bihar megye";"16167";"16239,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"16539";"16524,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"13632";"13689,0";
"";"";"";"Bács-Kiskun megye";"17372";"17324,0";
"";"";"";"Békés megye";"13294";"13206,0";
"";"";"";"Csongrád megye";"13292";"13456,5";
"";"";"55 - 59 éves";"Budapest";"64157";"63020,5";
"";"";"";"Pest megye";"28891";"28574,5";
"";"";"";"Fejér megye";"13171";"13185,5";
"";"";"";"Komárom-Esztergom megye";"9803";"9731,0";
"";"";"";"Veszprém megye";"11616";"11572,5";
"";"";"";"Gyõr-Moson-Sopron megye";"12908";"12700,0";
"";"";"";"Vas megye";"8535";"8354,5";
"";"";"";"Zala megye";"10171";"10009,5";
"";"";"";"Baranya megye";"13578";"13468,5";
"";"";"";"Somogy megye";"11495";"11342,5";
"";"";"";"Tolna megye";"8110";"8024,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"24664";"24484,5";
"";"";"";"Heves megye";"11695";"11543,0";
"";"";"";"Nógrád megye";"7812";"7738,5";
"";"";"";"Hajdú-Bihar megye";"16356";"16136,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"17265";"17076,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"13861";"13747,5";
"";"";"";"Bács-Kiskun megye";"17167";"17069,5";
"";"";"";"Békés megye";"13204";"13147,0";
"";"";"";"Csongrád megye";"13164";"12999,5";
"";"";"60 - 64 éves";"Budapest";"69006";"68259,0";
"";"";"";"Pest megye";"27947";"27946,0";
"";"";"";"Fejér megye";"11911";"12004,5";
"";"";"";"Komárom-Esztergom megye";"9063";"9063,5";
"";"";"";"Veszprém megye";"11119";"11070,5";
"";"";"";"Gyõr-Moson-Sopron megye";"12850";"12792,0";
"";"";"";"Vas megye";"8639";"8647,0";
"";"";"";"Zala megye";"9944";"9963,0";
"";"";"";"Baranya megye";"13423";"13369,0";
"";"";"";"Somogy megye";"11565";"11488,0";
"";"";"";"Tolna megye";"8187";"8140,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"23066";"23012,0";
"";"";"";"Heves megye";"10916";"10933,5";
"";"";"";"Nógrád megye";"7237";"7246,0";
"";"";"";"Hajdú-Bihar megye";"15813";"15841,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"16807";"16691,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"13310";"13258,0";
"";"";"";"Bács-Kiskun megye";"17735";"17635,5";
"";"";"";"Békés megye";"13445";"13324,5";
"";"";"";"Csongrád megye";"14085";"13920,5";
"";"";"65 - 69 éves";"Budapest";"68313";"68037,5";
"";"";"";"Pest megye";"25972";"25979,5";
"";"";"";"Fejér megye";"10242";"10300,0";
"";"";"";"Komárom-Esztergom megye";"8361";"8398,5";
"";"";"";"Veszprém megye";"10110";"10203,5";
"";"";"";"Gyõr-Moson-Sopron megye";"12035";"12084,0";
"";"";"";"Vas megye";"8540";"8544,0";
"";"";"";"Zala megye";"9913";"9845,5";
"";"";"";"Baranya megye";"12368";"12272,5";
"";"";"";"Somogy megye";"10960";"10908,0";
"";"";"";"Tolna megye";"7767";"7729,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"21264";"21344,0";
"";"";"";"Heves megye";"10516";"10485,5";
"";"";"";"Nógrád megye";"7048";"7007,0";
"";"";"";"Hajdú-Bihar megye";"14703";"14763,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"15720";"15875,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"11995";"12070,0";
"";"";"";"Bács-Kiskun megye";"16600";"16575,5";
"";"";"";"Békés megye";"12848";"12885,5";
"";"";"";"Csongrád megye";"13210";"13262,0";
"";"";"70 - 74 éves";"Budapest";"40431";"42378,5";
"";"";"";"Pest megye";"13455";"14374,0";
"";"";"";"Fejér megye";"4908";"5262,0";
"";"";"";"Komárom-Esztergom megye";"4234";"4496,0";
"";"";"";"Veszprém megye";"4911";"5266,5";
"";"";"";"Gyõr-Moson-Sopron megye";"6154";"6565,5";
"";"";"";"Vas megye";"4365";"4602,0";
"";"";"";"Zala megye";"4854";"5176,0";
"";"";"";"Baranya megye";"5722";"6274,5";
"";"";"";"Somogy megye";"5644";"6041,0";
"";"";"";"Tolna megye";"3626";"3954,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"11265";"11891,5";
"";"";"";"Heves megye";"5760";"6095,5";
"";"";"";"Nógrád megye";"3697";"3980,5";
"";"";"";"Hajdú-Bihar megye";"7062";"7557,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"7339";"7805,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"6313";"6686,0";
"";"";"";"Bács-Kiskun megye";"8309";"8903,0";
"";"";"";"Békés megye";"6436";"6893,5";
"";"";"";"Csongrád megye";"6784";"7153,0";
"";"";"75 - 79 éves";"Budapest";"48544";"47180,0";
"";"";"";"Pest megye";"16539";"15971,5";
"";"";"";"Fejér megye";"6215";"5995,0";
"";"";"";"Komárom-Esztergom megye";"4653";"4537,0";
"";"";"";"Veszprém megye";"6003";"5810,5";
"";"";"";"Gyõr-Moson-Sopron megye";"7116";"6917,0";
"";"";"";"Vas megye";"5129";"5012,5";
"";"";"";"Zala megye";"6027";"5834,0";
"";"";"";"Baranya megye";"7213";"6963,0";
"";"";"";"Somogy megye";"6869";"6604,5";
"";"";"";"Tolna megye";"4812";"4614,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"12866";"12417,5";
"";"";"";"Heves megye";"7185";"6978,0";
"";"";"";"Nógrád megye";"4366";"4174,0";
"";"";"";"Hajdú-Bihar megye";"9310";"8943,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"8665";"8373,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"8343";"8015,5";
"";"";"";"Bács-Kiskun megye";"11081";"10684,5";
"";"";"";"Békés megye";"8961";"8578,0";
"";"";"";"Csongrád megye";"9612";"9272,5";
"";"";"80 - 84 éves";"Budapest";"28695";"29409,0";
"";"";"";"Pest megye";"9266";"9493,0";
"";"";"";"Fejér megye";"3566";"3614,5";
"";"";"";"Komárom-Esztergom megye";"2597";"2614,5";
"";"";"";"Veszprém megye";"3567";"3601,0";
"";"";"";"Gyõr-Moson-Sopron megye";"4129";"4176,5";
"";"";"";"Vas megye";"3183";"3198,0";
"";"";"";"Zala megye";"3623";"3654,0";
"";"";"";"Baranya megye";"4264";"4290,5";
"";"";"";"Somogy megye";"3833";"3894,5";
"";"";"";"Tolna megye";"2717";"2758,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"7110";"7284,5";
"";"";"";"Heves megye";"4116";"4179,0";
"";"";"";"Nógrád megye";"2489";"2559,0";
"";"";"";"Hajdú-Bihar megye";"5466";"5620,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"4692";"4765,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"4711";"4816,5";
"";"";"";"Bács-Kiskun megye";"6281";"6395,0";
"";"";"";"Békés megye";"4906";"5000,5";
"";"";"";"Csongrád megye";"5533";"5647,0";
"";"";"85 - X  éves";"Budapest";"17058";"17250,0";
"";"";"";"Pest megye";"4934";"4994,0";
"";"";"";"Fejér megye";"1921";"1940,5";
"";"";"";"Komárom-Esztergom megye";"1289";"1298,5";
"";"";"";"Veszprém megye";"1932";"1965,0";
"";"";"";"Gyõr-Moson-Sopron megye";"2263";"2269,5";
"";"";"";"Vas megye";"1590";"1618,5";
"";"";"";"Zala megye";"1887";"1892,5";
"";"";"";"Baranya megye";"2184";"2208,5";
"";"";"";"Somogy megye";"1905";"1927,5";
"";"";"";"Tolna megye";"1368";"1397,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"3663";"3749,0";
"";"";"";"Heves megye";"2125";"2161,0";
"";"";"";"Nógrád megye";"1239";"1257,0";
"";"";"";"Hajdú-Bihar megye";"2808";"2831,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"2408";"2439,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"2646";"2642,5";
"";"";"";"Bács-Kiskun megye";"3445";"3472,5";
"";"";"";"Békés megye";"2715";"2707,0";
"";"";"";"Csongrád megye";"3071";"3074,5";
"1991. év";"Férfi";"0 -  4 éves";"Budapest";"49517";"49775,0";
"";"";"";"Pest megye";"29379";"29548,0";
"";"";"";"Fejér megye";"14196";"14140,0";
"";"";"";"Komárom-Esztergom megye";"9935";"9884,5";
"";"";"";"Veszprém megye";"12291";"12261,5";
"";"";"";"Gyõr-Moson-Sopron megye";"12624";"12600,0";
"";"";"";"Vas megye";"8217";"8187,5";
"";"";"";"Zala megye";"9124";"9114,0";
"";"";"";"Baranya megye";"12620";"12674,5";
"";"";"";"Somogy megye";"10184";"10173,5";
"";"";"";"Tolna megye";"7963";"7872,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"26245";"26192,0";
"";"";"";"Heves megye";"9639";"9612,0";
"";"";"";"Nógrád megye";"6697";"6702,0";
"";"";"";"Hajdú-Bihar megye";"18777";"18945,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"21008";"20834,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"13666";"13651,5";
"";"";"";"Bács-Kiskun megye";"17090";"17186,0";
"";"";"";"Békés megye";"12276";"12220,5";
"";"";"";"Csongrád megye";"12760";"12828,0";
"";"";"5 - 9  éves";"Budapest";"52756";"52059,5";
"";"";"";"Pest megye";"30587";"30308,0";
"";"";"";"Fejér megye";"14472";"14354,0";
"";"";"";"Komárom-Esztergom megye";"10250";"10218,0";
"";"";"";"Veszprém megye";"13218";"13012,5";
"";"";"";"Gyõr-Moson-Sopron megye";"13714";"13505,5";
"";"";"";"Vas megye";"8598";"8455,5";
"";"";"";"Zala megye";"9887";"9726,5";
"";"";"";"Baranya megye";"12847";"12698,0";
"";"";"";"Somogy megye";"10757";"10609,0";
"";"";"";"Tolna megye";"8496";"8453,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"26298";"26139,5";
"";"";"";"Heves megye";"10218";"10069,0";
"";"";"";"Nógrád megye";"7099";"6957,5";
"";"";"";"Hajdú-Bihar megye";"18824";"18617,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"21799";"21589,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"14018";"13796,0";
"";"";"";"Bács-Kiskun megye";"16912";"16791,5";
"";"";"";"Békés megye";"12748";"12638,0";
"";"";"";"Csongrád megye";"12877";"12767,5";
"";"";"10 - 14 éves";"Budapest";"72551";"70298,0";
"";"";"";"Pest megye";"39374";"38236,5";
"";"";"";"Fejér megye";"18449";"17924,0";
"";"";"";"Komárom-Esztergom megye";"12936";"12567,0";
"";"";"";"Veszprém megye";"16374";"16018,0";
"";"";"";"Gyõr-Moson-Sopron megye";"18133";"17654,0";
"";"";"";"Vas megye";"11151";"10914,0";
"";"";"";"Zala megye";"12326";"12039,0";
"";"";"";"Baranya megye";"16244";"15872,0";
"";"";"";"Somogy megye";"13567";"13208,5";
"";"";"";"Tolna megye";"10117";"9931,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"31542";"30894,0";
"";"";"";"Heves megye";"12829";"12514,5";
"";"";"";"Nógrád megye";"8815";"8598,5";
"";"";"";"Hajdú-Bihar megye";"23165";"22654,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"25333";"24828,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"17819";"17430,5";
"";"";"";"Bács-Kiskun megye";"21620";"21081,0";
"";"";"";"Békés megye";"16019";"15537,5";
"";"";"";"Csongrád megye";"16755";"16284,0";
"";"";"15 - 19 éves";"Budapest";"75997";"78257,0";
"";"";"";"Pest megye";"39642";"40788,5";
"";"";"";"Fejér megye";"18210";"18657,5";
"";"";"";"Komárom-Esztergom megye";"13231";"13443,5";
"";"";"";"Veszprém megye";"15255";"15671,0";
"";"";"";"Gyõr-Moson-Sopron megye";"18782";"19108,5";
"";"";"";"Vas megye";"11505";"11545,0";
"";"";"";"Zala megye";"11728";"12019,0";
"";"";"";"Baranya megye";"17051";"17314,5";
"";"";"";"Somogy megye";"13256";"13587,0";
"";"";"";"Tolna megye";"9804";"10069,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"30501";"30998,5";
"";"";"";"Heves megye";"13101";"13304,5";
"";"";"";"Nógrád megye";"8572";"8694,0";
"";"";"";"Hajdú-Bihar megye";"23769";"24124,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"24291";"24642,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"17038";"17471,5";
"";"";"";"Bács-Kiskun megye";"21362";"21805,5";
"";"";"";"Békés megye";"15860";"16193,5";
"";"";"";"Csongrád megye";"17968";"18433,0";
"";"";"20 - 24 éves";"Budapest";"73818";"74311,5";
"";"";"";"Pest megye";"34286";"34623,5";
"";"";"";"Fejér megye";"14963";"15123,0";
"";"";"";"Komárom-Esztergom megye";"10609";"10758,5";
"";"";"";"Veszprém megye";"13264";"13270,5";
"";"";"";"Gyõr-Moson-Sopron megye";"15029";"15358,5";
"";"";"";"Vas megye";"9266";"9445,5";
"";"";"";"Zala megye";"9783";"9897,0";
"";"";"";"Baranya megye";"14998";"15154,0";
"";"";"";"Somogy megye";"10734";"10855,5";
"";"";"";"Tolna megye";"8040";"8107,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"26120";"26153,5";
"";"";"";"Heves megye";"10314";"10549,0";
"";"";"";"Nógrád megye";"7315";"7389,5";
"";"";"";"Hajdú-Bihar megye";"19890";"20107,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"19402";"19610,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"13436";"13602,5";
"";"";"";"Bács-Kiskun megye";"17851";"18038,5";
"";"";"";"Békés megye";"12851";"12967,5";
"";"";"";"Csongrád megye";"15345";"15551,5";
"";"";"25 - 29 éves";"Budapest";"57104";"58099,0";
"";"";"";"Pest megye";"28341";"28583,0";
"";"";"";"Fejér megye";"13384";"13289,0";
"";"";"";"Komárom-Esztergom megye";"10180";"10113,5";
"";"";"";"Veszprém megye";"12346";"12320,0";
"";"";"";"Gyõr-Moson-Sopron megye";"12538";"12518,0";
"";"";"";"Vas megye";"8343";"8364,0";
"";"";"";"Zala megye";"9071";"8973,0";
"";"";"";"Baranya megye";"12894";"12802,0";
"";"";"";"Somogy megye";"10071";"10029,0";
"";"";"";"Tolna megye";"7399";"7387,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"23400";"23309,5";
"";"";"";"Heves megye";"9430";"9332,5";
"";"";"";"Nógrád megye";"6624";"6562,5";
"";"";"";"Hajdú-Bihar megye";"17394";"17330,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"17869";"17658,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"12068";"12033,5";
"";"";"";"Bács-Kiskun megye";"16109";"16096,0";
"";"";"";"Békés megye";"11520";"11491,0";
"";"";"";"Csongrád megye";"12511";"12641,5";
"";"";"30 - 34 éves";"Budapest";"61269";"59719,5";
"";"";"";"Pest megye";"32902";"32104,0";
"";"";"";"Fejér megye";"16227";"15800,5";
"";"";"";"Komárom-Esztergom megye";"11794";"11447,0";
"";"";"";"Veszprém megye";"14604";"14191,5";
"";"";"";"Gyõr-Moson-Sopron megye";"15061";"14647,5";
"";"";"";"Vas megye";"9829";"9528,5";
"";"";"";"Zala megye";"11580";"11169,5";
"";"";"";"Baranya megye";"16124";"15728,5";
"";"";"";"Somogy megye";"12661";"12230,5";
"";"";"";"Tolna megye";"9300";"8934,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"27626";"26775,0";
"";"";"";"Heves megye";"11497";"11153,0";
"";"";"";"Nógrád megye";"7946";"7759,0";
"";"";"";"Hajdú-Bihar megye";"20221";"19702,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"21758";"21184,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"14708";"14180,5";
"";"";"";"Bács-Kiskun megye";"19708";"19074,0";
"";"";"";"Békés megye";"14319";"13700,5";
"";"";"";"Csongrád megye";"14697";"14169,5";
"";"";"35 - 39 éves";"Budapest";"84191";"83420,5";
"";"";"";"Pest megye";"41178";"41008,0";
"";"";"";"Fejér megye";"18950";"19091,5";
"";"";"";"Komárom-Esztergom megye";"13581";"13743,5";
"";"";"";"Veszprém megye";"16556";"16649,5";
"";"";"";"Gyõr-Moson-Sopron megye";"18092";"18101,5";
"";"";"";"Vas megye";"11875";"11891,0";
"";"";"";"Zala megye";"12892";"13010,0";
"";"";"";"Baranya megye";"17255";"17498,0";
"";"";"";"Somogy megye";"14545";"14673,5";
"";"";"";"Tolna megye";"10680";"10752,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"29851";"30136,5";
"";"";"";"Heves megye";"13380";"13514,0";
"";"";"";"Nógrád megye";"9215";"9218,0";
"";"";"";"Hajdú-Bihar megye";"22015";"22314,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"23280";"23500,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"17344";"17543,5";
"";"";"";"Bács-Kiskun megye";"21781";"22042,5";
"";"";"";"Békés megye";"16703";"16918,0";
"";"";"";"Csongrád megye";"17528";"17697,0";
"";"";"40 - 44 éves";"Budapest";"73636";"73660,0";
"";"";"";"Pest megye";"37307";"37930,5";
"";"";"";"Fejér megye";"15396";"15794,0";
"";"";"";"Komárom-Esztergom megye";"11587";"11803,0";
"";"";"";"Veszprém megye";"13644";"13951,5";
"";"";"";"Gyõr-Moson-Sopron megye";"15631";"16001,5";
"";"";"";"Vas megye";"10450";"10661,5";
"";"";"";"Zala megye";"10745";"11010,5";
"";"";"";"Baranya megye";"14299";"14594,0";
"";"";"";"Somogy megye";"12453";"12731,0";
"";"";"";"Tolna megye";"9268";"9445,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"24999";"25593,0";
"";"";"";"Heves megye";"11692";"11862,0";
"";"";"";"Nógrád megye";"7775";"7927,0";
"";"";"";"Hajdú-Bihar megye";"18660";"19025,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"19388";"19938,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"14719";"15022,0";
"";"";"";"Bács-Kiskun megye";"19379";"19633,5";
"";"";"";"Békés megye";"14730";"14973,5";
"";"";"";"Csongrád megye";"15560";"15718,5";
"";"";"45 - 49 éves";"Budapest";"69584";"69927,5";
"";"";"";"Pest megye";"32622";"32627,0";
"";"";"";"Fejér megye";"12753";"12650,5";
"";"";"";"Komárom-Esztergom megye";"10424";"10280,0";
"";"";"";"Veszprém megye";"11912";"11826,5";
"";"";"";"Gyõr-Moson-Sopron megye";"13635";"13701,0";
"";"";"";"Vas megye";"8578";"8649,5";
"";"";"";"Zala megye";"9006";"8987,5";
"";"";"";"Baranya megye";"12462";"12341,5";
"";"";"";"Somogy megye";"10325";"10269,0";
"";"";"";"Tolna megye";"7634";"7644,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"22096";"21730,0";
"";"";"";"Heves megye";"10312";"10293,0";
"";"";"";"Nógrád megye";"7315";"7189,5";
"";"";"";"Hajdú-Bihar megye";"15503";"15547,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"14181";"14295,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"12862";"12756,5";
"";"";"";"Bács-Kiskun megye";"16915";"16980,0";
"";"";"";"Békés megye";"12433";"12394,5";
"";"";"";"Csongrád megye";"13927";"13929,0";
"";"";"50 - 54 éves";"Budapest";"52830";"53880,0";
"";"";"";"Pest megye";"26513";"26893,0";
"";"";"";"Fejér megye";"11284";"11412,5";
"";"";"";"Komárom-Esztergom megye";"9435";"9493,5";
"";"";"";"Veszprém megye";"10456";"10593,5";
"";"";"";"Gyõr-Moson-Sopron megye";"11036";"11229,5";
"";"";"";"Vas megye";"7319";"7429,5";
"";"";"";"Zala megye";"7866";"7921,5";
"";"";"";"Baranya megye";"12107";"12105,5";
"";"";"";"Somogy megye";"9134";"9250,0";
"";"";"";"Tolna megye";"6938";"6915,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"21450";"21315,5";
"";"";"";"Heves megye";"9267";"9238,5";
"";"";"";"Nógrád megye";"6826";"6850,0";
"";"";"";"Hajdú-Bihar megye";"14062";"14104,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"13762";"13614,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"12190";"12172,0";
"";"";"";"Bács-Kiskun megye";"14846";"14789,0";
"";"";"";"Békés megye";"11390";"11407,5";
"";"";"";"Csongrád megye";"12068";"12200,0";
"";"";"55 - 59 éves";"Budapest";"49885";"48874,0";
"";"";"";"Pest megye";"24339";"24089,0";
"";"";"";"Fejér megye";"11464";"11269,0";
"";"";"";"Komárom-Esztergom megye";"8705";"8623,0";
"";"";"";"Veszprém megye";"10132";"9994,0";
"";"";"";"Gyõr-Moson-Sopron megye";"10651";"10429,5";
"";"";"";"Vas megye";"6973";"6818,5";
"";"";"";"Zala megye";"8059";"7915,5";
"";"";"";"Baranya megye";"11733";"11588,0";
"";"";"";"Somogy megye";"9319";"9101,5";
"";"";"";"Tolna megye";"6772";"6703,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"21067";"20997,0";
"";"";"";"Heves megye";"9791";"9596,0";
"";"";"";"Nógrád megye";"6684";"6661,0";
"";"";"";"Hajdú-Bihar megye";"13449";"13298,0";
