"Year";"Sex";"Age";"County";"PopJan1";"PopMidYear"
2002;"Férfi";30;"Gyõr-Moson-Sopron megye";16175;16317,5
2002;"Férfi";30;"Vas megye";9777;9821
2002;"Férfi";30;"Zala megye";10439;10441
2002;"Férfi";30;"Baranya megye";14055;14095
2002;"Férfi";30;"Somogy megye";11408;11474
2002;"Férfi";30;"Tolna megye";8495;8501
2002;"Férfi";30;"Borsod-Abaúj-Zemplén megye";25295;25170,5
2002;"Férfi";30;"Heves megye";10902;10932
2002;"Férfi";30;"Nógrád megye";7534;7525,5
2002;"Férfi";30;"Hajdú-Bihar megye";19690;19823
2002;"Férfi";30;"Szabolcs-Szatmár-Bereg megye";20885;20831
2002;"Férfi";30;"Jász-Nagykun-Szolnok megye";14127;14162
2002;"Férfi";30;"Bács-Kiskun megye";18871;18971,5
2002;"Férfi";30;"Békés megye";13220;13181
2002;"Férfi";30;"Csongrád megye";15014;15037,5
2002;"Férfi";35;"Budapest";47416;48749,5
2002;"Férfi";35;"Pest megye";34169;35475,5
2002;"Férfi";35;"Fejér megye";13225;13426
2002;"Férfi";35;"Komárom-Esztergom megye";9986;10122,5
2002;"Férfi";35;"Veszprém megye";11983;12051
2002;"Férfi";35;"Gyõr-Moson-Sopron megye";13127;13342,5
2002;"Férfi";35;"Vas megye";8474;8505,5
2002;"Férfi";35;"Zala megye";9162;9301,5
2002;"Férfi";35;"Baranya megye";12527;12637
2002;"Férfi";35;"Somogy megye";10220;10367
2002;"Férfi";35;"Tolna megye";7566;7667
2002;"Férfi";35;"Borsod-Abaúj-Zemplén megye";23483;23623,5
2002;"Férfi";35;"Heves megye";9431;9540,5
2002;"Férfi";35;"Nógrád megye";6812;6845,5
2002;"Férfi";35;"Hajdú-Bihar megye";16991;17231
2002;"Férfi";35;"Szabolcs-Szatmár-Bereg megye";18629;18856,5
2002;"Férfi";35;"Jász-Nagykun-Szolnok megye";12288;12439,5
2002;"Férfi";35;"Bács-Kiskun megye";16647;16725
2002;"Férfi";35;"Békés megye";11679;11854,5
2002;"Férfi";35;"Csongrád megye";12580;12814
2002;"Férfi";40;"Budapest";46332;45296,5
2002;"Férfi";40;"Pest megye";35116;34799,5
2002;"Férfi";40;"Fejér megye";14881;14535
2002;"Férfi";40;"Komárom-Esztergom megye";10855;10606,5
2002;"Férfi";40;"Veszprém megye";13153;12914,5
2002;"Férfi";40;"Gyõr-Moson-Sopron megye";14498;14117,5
2002;"Férfi";40;"Vas megye";9043;8935
2002;"Férfi";40;"Zala megye";10597;10319,5
2002;"Férfi";40;"Baranya megye";14669;14262,5
2002;"Férfi";40;"Somogy megye";11708;11389,5
2002;"Férfi";40;"Tolna megye";8669;8393,5
2002;"Férfi";40;"Borsod-Abaúj-Zemplén megye";25405;24936,5
2002;"Férfi";40;"Heves megye";10702;10437,5
2002;"Férfi";40;"Nógrád megye";7637;7542,5
2002;"Férfi";40;"Hajdú-Bihar megye";18676;18268,5
2002;"Férfi";40;"Szabolcs-Szatmár-Bereg megye";20572;20148
2002;"Férfi";40;"Jász-Nagykun-Szolnok megye";13496;13192,5
2002;"Férfi";40;"Bács-Kiskun megye";18357;18001,5
2002;"Férfi";40;"Békés megye";12913;12559,5
2002;"Férfi";40;"Csongrád megye";13303;13039
2002;"Férfi";45;"Budapest";65595;63783
2002;"Férfi";45;"Pest megye";43665;43361,5
2002;"Férfi";45;"Fejér megye";18069;17972,5
2002;"Férfi";45;"Komárom-Esztergom megye";12910;12872
2002;"Férfi";45;"Veszprém megye";15544;15567,5
2002;"Férfi";45;"Gyõr-Moson-Sopron megye";17592;17516
2002;"Férfi";45;"Vas megye";11406;11264
2002;"Férfi";45;"Zala megye";12720;12690
2002;"Férfi";45;"Baranya megye";16484;16555
2002;"Férfi";45;"Somogy megye";14059;14043,5
2002;"Férfi";45;"Tolna megye";10532;10536,5
2002;"Férfi";45;"Borsod-Abaúj-Zemplén megye";28603;28657,5
2002;"Férfi";45;"Heves megye";12928;12871,5
2002;"Férfi";45;"Nógrád megye";8874;8812
2002;"Férfi";45;"Hajdú-Bihar megye";21275;21270
2002;"Férfi";45;"Szabolcs-Szatmár-Bereg megye";22739;22813
2002;"Férfi";45;"Jász-Nagykun-Szolnok megye";16907;16820,5
2002;"Férfi";45;"Bács-Kiskun megye";21454;21452,5
2002;"Férfi";45;"Békés megye";16424;16381
2002;"Férfi";45;"Csongrád megye";16748;16625,5
2002;"Férfi";50;"Budapest";57973;57359,5
2002;"Férfi";50;"Pest megye";38531;38911
2002;"Férfi";50;"Fejér megye";14854;15037,5
2002;"Férfi";50;"Komárom-Esztergom megye";10839;10804,5
2002;"Férfi";50;"Veszprém megye";12733;12817,5
2002;"Férfi";50;"Gyõr-Moson-Sopron megye";15329;15285,5
2002;"Férfi";50;"Vas megye";9994;10090,5
2002;"Férfi";50;"Zala megye";10571;10701
2002;"Férfi";50;"Baranya megye";13335;13398,5
2002;"Férfi";50;"Somogy megye";12002;12050,5
2002;"Férfi";50;"Tolna megye";8989;8994
2002;"Férfi";50;"Borsod-Abaúj-Zemplén megye";23656;23781,5
2002;"Férfi";50;"Heves megye";11112;11143
2002;"Férfi";50;"Nógrád megye";7434;7501,5
2002;"Férfi";50;"Hajdú-Bihar megye";17666;17781
2002;"Férfi";50;"Szabolcs-Szatmár-Bereg megye";18766;18957
2002;"Férfi";50;"Jász-Nagykun-Szolnok megye";14108;14142,5
2002;"Férfi";50;"Bács-Kiskun megye";18332;18352
2002;"Férfi";50;"Békés megye";14122;14117
2002;"Férfi";50;"Csongrád megye";14419;14393,5
2002;"Férfi";55;"Budapest";54524;54246,5
2002;"Férfi";55;"Pest megye";31413;31811,5
2002;"Férfi";55;"Fejér megye";11151;11308
2002;"Férfi";55;"Komárom-Esztergom megye";8772;8854
2002;"Férfi";55;"Veszprém megye";10224;10262,5
2002;"Férfi";55;"Gyõr-Moson-Sopron megye";12351;12508,5
2002;"Férfi";55;"Vas megye";7660;7725
2002;"Férfi";55;"Zala megye";7904;7951
2002;"Férfi";55;"Baranya megye";10520;10531,5
2002;"Férfi";55;"Somogy megye";9021;9061,5
2002;"Férfi";55;"Tolna megye";6755;6834,5
2002;"Férfi";55;"Borsod-Abaúj-Zemplén megye";18513;18514,5
2002;"Férfi";55;"Heves megye";9091;9102
2002;"Férfi";55;"Nógrád megye";6199;6184
2002;"Férfi";55;"Hajdú-Bihar megye";13683;13812,5
2002;"Férfi";55;"Szabolcs-Szatmár-Bereg megye";12469;12807
2002;"Férfi";55;"Jász-Nagykun-Szolnok megye";11157;11249,5
2002;"Férfi";55;"Bács-Kiskun megye";14968;15072,5
2002;"Férfi";55;"Békés megye";11038;11162,5
2002;"Férfi";55;"Csongrád megye";12252;12358
2002;"Férfi";60;"Budapest";40990;42031,5
2002;"Férfi";60;"Pest megye";24562;25279
2002;"Férfi";60;"Fejér megye";9560;9691,5
2002;"Férfi";60;"Komárom-Esztergom megye";7793;7874,5
2002;"Férfi";60;"Veszprém megye";8943;9050,5
2002;"Férfi";60;"Gyõr-Moson-Sopron megye";9651;9919
2002;"Férfi";60;"Vas megye";6319;6445,5
2002;"Férfi";60;"Zala megye";6616;6777,5
2002;"Férfi";60;"Baranya megye";9772;9801,5
2002;"Férfi";60;"Somogy megye";7772;7890
2002;"Férfi";60;"Tolna megye";5682;5794,5
2002;"Férfi";60;"Borsod-Abaúj-Zemplén megye";16936;16936
2002;"Férfi";60;"Heves megye";7670;7776
2002;"Férfi";60;"Nógrád megye";5649;5671,5
2002;"Férfi";60;"Hajdú-Bihar megye";11891;11950,5
2002;"Férfi";60;"Szabolcs-Szatmár-Bereg megye";11027;10990
2002;"Férfi";60;"Jász-Nagykun-Szolnok megye";10131;10159
2002;"Férfi";60;"Bács-Kiskun megye";12300;12439,5
2002;"Férfi";60;"Békés megye";9636;9721
2002;"Férfi";60;"Csongrád megye";10084;10224,5
2002;"Férfi";65;"Budapest";33986;33538,5
2002;"Férfi";65;"Pest megye";19234;19269,5
2002;"Férfi";65;"Fejér megye";8474;8360,5
2002;"Férfi";65;"Komárom-Esztergom megye";6329;6303
2002;"Férfi";65;"Veszprém megye";7562;7443
2002;"Férfi";65;"Gyõr-Moson-Sopron megye";7932;7820,5
2002;"Férfi";65;"Vas megye";4999;4958
2002;"Férfi";65;"Zala megye";5984;5847
2002;"Férfi";65;"Baranya megye";8408;8379,5
2002;"Férfi";65;"Somogy megye";6614;6503
2002;"Férfi";65;"Tolna megye";5071;4995,5
2002;"Férfi";65;"Borsod-Abaúj-Zemplén megye";15042;14904
2002;"Férfi";65;"Heves megye";7071;6952,5
2002;"Férfi";65;"Nógrád megye";4884;4851
2002;"Férfi";65;"Hajdú-Bihar megye";10026;9970,5
2002;"Férfi";65;"Szabolcs-Szatmár-Bereg megye";9878;9694
2002;"Férfi";65;"Jász-Nagykun-Szolnok megye";8889;8826
2002;"Férfi";65;"Bács-Kiskun megye";10755;10698,5
2002;"Férfi";65;"Békés megye";8731;8616
2002;"Férfi";65;"Csongrád megye";8440;8378
2002;"Férfi";70;"Budapest";32029;31711,5
2002;"Férfi";70;"Pest megye";15442;15574
2002;"Férfi";70;"Fejér megye";6883;6918,5
2002;"Férfi";70;"Komárom-Esztergom megye";4810;4798,5
2002;"Férfi";70;"Veszprém megye";6295;6366,5
2002;"Férfi";70;"Gyõr-Moson-Sopron megye";7162;7105,5
2002;"Férfi";70;"Vas megye";4466;4444,5
2002;"Férfi";70;"Zala megye";5307;5320,5
2002;"Férfi";70;"Baranya megye";6958;6965,5
2002;"Férfi";70;"Somogy megye";5793;5800,5
2002;"Férfi";70;"Tolna megye";4149;4162
2002;"Férfi";70;"Borsod-Abaúj-Zemplén megye";11568;11647
2002;"Férfi";70;"Heves megye";5800;5825,5
2002;"Férfi";70;"Nógrád megye";3690;3719,5
2002;"Férfi";70;"Hajdú-Bihar megye";8279;8317,5
2002;"Férfi";70;"Szabolcs-Szatmár-Bereg megye";8227;8228,5
2002;"Férfi";70;"Jász-Nagykun-Szolnok megye";7276;7286,5
2002;"Férfi";70;"Bács-Kiskun megye";9291;9278
2002;"Férfi";70;"Békés megye";7131;7149
2002;"Férfi";70;"Csongrád megye";7243;7230
2002;"Férfi";75;"Budapest";23362;23231
2002;"Férfi";75;"Pest megye";10080;10104
2002;"Férfi";75;"Fejér megye";4235;4295,5
2002;"Férfi";75;"Komárom-Esztergom megye";3195;3174,5
2002;"Férfi";75;"Veszprém megye";4024;4056,5
2002;"Férfi";75;"Gyõr-Moson-Sopron megye";5368;5333
2002;"Férfi";75;"Vas megye";3267;3235,5
2002;"Férfi";75;"Zala megye";3740;3723,5
2002;"Férfi";75;"Baranya megye";4368;4388
2002;"Férfi";75;"Somogy megye";3919;3934,5
2002;"Férfi";75;"Tolna megye";2991;2981
2002;"Férfi";75;"Borsod-Abaúj-Zemplén megye";7868;7800,5
2002;"Férfi";75;"Heves megye";3931;3907,5
2002;"Férfi";75;"Nógrád megye";2523;2481
2002;"Férfi";75;"Hajdú-Bihar megye";6053;5991
2002;"Férfi";75;"Szabolcs-Szatmár-Bereg megye";5794;5792
2002;"Férfi";75;"Jász-Nagykun-Szolnok megye";5157;5167
2002;"Férfi";75;"Bács-Kiskun megye";6528;6464,5
2002;"Férfi";75;"Békés megye";5739;5717
2002;"Férfi";75;"Csongrád megye";5367;5303
2002;"Férfi";80;"Budapest";12637;13264,5
2002;"Férfi";80;"Pest megye";4939;5276
2002;"Férfi";80;"Fejér megye";1782;1945
2002;"Férfi";80;"Komárom-Esztergom megye";1452;1535,5
2002;"Férfi";80;"Veszprém megye";1909;2031,5
2002;"Férfi";80;"Gyõr-Moson-Sopron megye";2490;2660,5
2002;"Férfi";80;"Vas megye";1549;1649
2002;"Férfi";80;"Zala megye";1682;1790,5
2002;"Férfi";80;"Baranya megye";2122;2244,5
2002;"Férfi";80;"Somogy megye";1873;1979,5
2002;"Férfi";80;"Tolna megye";1383;1476,5
2002;"Férfi";80;"Borsod-Abaúj-Zemplén megye";3614;3848,5
2002;"Férfi";80;"Heves megye";1869;1984
2002;"Férfi";80;"Nógrád megye";1186;1257
2002;"Férfi";80;"Hajdú-Bihar megye";2861;3050
2002;"Férfi";80;"Szabolcs-Szatmár-Bereg megye";2498;2648,5
2002;"Férfi";80;"Jász-Nagykun-Szolnok megye";2297;2422
2002;"Férfi";80;"Bács-Kiskun megye";3092;3296,5
2002;"Férfi";80;"Békés megye";2745;2942,5
2002;"Férfi";80;"Csongrád megye";2575;2748,5
2002;"Férfi";85;"Budapest";8482;8253
2002;"Férfi";85;"Pest megye";2928;2859,5
2002;"Férfi";85;"Fejér megye";965;918,5
2002;"Férfi";85;"Komárom-Esztergom megye";779;750
2002;"Férfi";85;"Veszprém megye";1085;1043
2002;"Férfi";85;"Gyõr-Moson-Sopron megye";1397;1378,5
2002;"Férfi";85;"Vas megye";911;894,5
2002;"Férfi";85;"Zala megye";921;895,5
2002;"Férfi";85;"Baranya megye";1103;1077
2002;"Férfi";85;"Somogy megye";979;941,5
2002;"Férfi";85;"Tolna megye";724;696
2002;"Férfi";85;"Borsod-Abaúj-Zemplén megye";1956;1893,5
2002;"Férfi";85;"Heves megye";997;959
2002;"Férfi";85;"Nógrád megye";651;631,5
2002;"Férfi";85;"Hajdú-Bihar megye";1642;1603
2002;"Férfi";85;"Szabolcs-Szatmár-Bereg megye";1242;1213
2002;"Férfi";85;"Jász-Nagykun-Szolnok megye";1554;1493
2002;"Férfi";85;"Bács-Kiskun megye";1780;1707
2002;"Férfi";85;"Békés megye";1810;1739,5
2002;"Férfi";85;"Csongrád megye";1744;1656
2002;"Nõ";0;"Budapest";32674;32909,5
2002;"Nõ";0;"Pest megye";27717;28066
2002;"Nõ";0;"Fejér megye";9635;9588,5
2002;"Nõ";0;"Komárom-Esztergom megye";7186;7190
2002;"Nõ";0;"Veszprém megye";7963;7972
2002;"Nõ";0;"Gyõr-Moson-Sopron megye";9435;9468,5
2002;"Nõ";0;"Vas megye";5643;5620,5
2002;"Nõ";0;"Zala megye";5906;5844,5
2002;"Nõ";0;"Baranya megye";8912;8918,5
2002;"Nõ";0;"Somogy megye";7839;7767,5
2002;"Nõ";0;"Tolna megye";5502;5464
2002;"Nõ";0;"Borsod-Abaúj-Zemplén megye";19926;19739
2002;"Nõ";0;"Heves megye";7614;7597
2002;"Nõ";0;"Nógrád megye";5186;5164,5
2002;"Nõ";0;"Hajdú-Bihar megye";14349;14347,5
2002;"Nõ";0;"Szabolcs-Szatmár-Bereg megye";17324;17085
2002;"Nõ";0;"Jász-Nagykun-Szolnok megye";10081;9990,5
2002;"Nõ";0;"Bács-Kiskun megye";12399;12365
2002;"Nõ";0;"Békés megye";8849;8786
2002;"Nõ";0;"Csongrád megye";9351;9318,5
2002;"Nõ";5;"Budapest";35242;34412
2002;"Nõ";5;"Pest megye";32206;31882
2002;"Nõ";5;"Fejér megye";12092;11795
2002;"Nõ";5;"Komárom-Esztergom megye";8772;8559,5
2002;"Nõ";5;"Veszprém megye";10032;9819,5
2002;"Nõ";5;"Gyõr-Moson-Sopron megye";11245;11065
2002;"Nõ";5;"Vas megye";7227;7058
2002;"Nõ";5;"Zala megye";7443;7242,5
2002;"Nõ";5;"Baranya megye";10719;10488,5
2002;"Nõ";5;"Somogy megye";9193;9034,5
2002;"Nõ";5;"Tolna megye";6683;6506
2002;"Nõ";5;"Borsod-Abaúj-Zemplén megye";22947;22549
2002;"Nõ";5;"Heves megye";8639;8438
2002;"Nõ";5;"Nógrád megye";5961;5876,5
2002;"Nõ";5;"Hajdú-Bihar megye";16683;16356,5
2002;"Nõ";5;"Szabolcs-Szatmár-Bereg megye";19636;19473
2002;"Nõ";5;"Jász-Nagykun-Szolnok megye";11917;11696,5
2002;"Nõ";5;"Bács-Kiskun megye";15329;14945
2002;"Nõ";5;"Békés megye";10735;10443,5
2002;"Nõ";5;"Csongrád megye";11157;10959,5
2002;"Nõ";10;"Budapest";39621;39245
2002;"Nõ";10;"Pest megye";33277;33735,5
2002;"Nõ";10;"Fejér megye";13659;13668,5
2002;"Nõ";10;"Komárom-Esztergom megye";9692;9668,5
2002;"Nõ";10;"Veszprém megye";11386;11268,5
2002;"Nõ";10;"Gyõr-Moson-Sopron megye";12554;12506
2002;"Nõ";10;"Vas megye";7869;7813,5
2002;"Nõ";10;"Zala megye";8646;8591
2002;"Nõ";10;"Baranya megye";11878;11801,5
2002;"Nõ";10;"Somogy megye";10207;10206,5
2002;"Nõ";10;"Tolna megye";7743;7736,5
2002;"Nõ";10;"Borsod-Abaúj-Zemplén megye";25058;24918,5
2002;"Nõ";10;"Heves megye";9579;9541
2002;"Nõ";10;"Nógrád megye";6646;6608,5
2002;"Nõ";10;"Hajdú-Bihar megye";18421;18375
2002;"Nõ";10;"Szabolcs-Szatmár-Bereg megye";20886;20745,5
2002;"Nõ";10;"Jász-Nagykun-Szolnok megye";13385;13299
2002;"Nõ";10;"Bács-Kiskun megye";17327;17247
2002;"Nõ";10;"Békés megye";12315;12227,5
2002;"Nõ";10;"Csongrád megye";12476;12412
2002;"Nõ";15;"Budapest";46682;45714,5
2002;"Nõ";15;"Pest megye";33025;33141
2002;"Nõ";15;"Fejér megye";13671;13527
2002;"Nõ";15;"Komárom-Esztergom megye";10069;10005
2002;"Nõ";15;"Veszprém megye";12524;12423,5
2002;"Nõ";15;"Gyõr-Moson-Sopron megye";14150;14017,5
2002;"Nõ";15;"Vas megye";8310;8197
2002;"Nõ";15;"Zala megye";9580;9469
2002;"Nõ";15;"Baranya megye";13333;13218,5
2002;"Nõ";15;"Somogy megye";10582;10471,5
2002;"Nõ";15;"Tolna megye";7907;7842,5
2002;"Nõ";15;"Borsod-Abaúj-Zemplén megye";25865;25831,5
2002;"Nõ";15;"Heves megye";10280;10224
2002;"Nõ";15;"Nógrád megye";6705;6668,5
2002;"Nõ";15;"Hajdú-Bihar megye";19234;19148
2002;"Nõ";15;"Szabolcs-Szatmár-Bereg megye";21726;21670
2002;"Nõ";15;"Jász-Nagykun-Szolnok megye";13592;13489,5
2002;"Nõ";15;"Bács-Kiskun megye";17752;17694,5
2002;"Nõ";15;"Békés megye";12913;12896
2002;"Nõ";15;"Csongrád megye";13711;13582,5
2002;"Nõ";20;"Budapest";70043;67293,5
2002;"Nõ";20;"Pest megye";40326;39550,5
2002;"Nõ";20;"Fejér megye";16351;15983,5
2002;"Nõ";20;"Komárom-Esztergom megye";11779;11454
2002;"Nõ";20;"Veszprém megye";14389;14181
2002;"Nõ";20;"Gyõr-Moson-Sopron megye";17371;17052,5
2002;"Nõ";20;"Vas megye";9890;9653
2002;"Nõ";20;"Zala megye";10758;10657,5
2002;"Nõ";20;"Baranya megye";15572;15287,5
2002;"Nõ";20;"Somogy megye";11861;11647
2002;"Nõ";20;"Tolna megye";8457;8257
2002;"Nõ";20;"Borsod-Abaúj-Zemplén megye";26652;26244
2002;"Nõ";20;"Heves megye";11880;11591,5
2002;"Nõ";20;"Nógrád megye";7420;7249,5
2002;"Nõ";20;"Hajdú-Bihar megye";21642;21353,5
2002;"Nõ";20;"Szabolcs-Szatmár-Bereg megye";22207;21830
2002;"Nõ";20;"Jász-Nagykun-Szolnok megye";15406;15114,5
2002;"Nõ";20;"Bács-Kiskun megye";19419;19053,5
2002;"Nõ";20;"Békés megye";13465;13173
2002;"Nõ";20;"Csongrád megye";16513;16235,5
2002;"Nõ";25;"Budapest";78625;80187,5
2002;"Nõ";25;"Pest megye";44843;45707,5
2002;"Nõ";25;"Fejér megye";17115;17398
2002;"Nõ";25;"Komárom-Esztergom megye";12580;12864
2002;"Nõ";25;"Veszprém megye";14274;14403,5
2002;"Nõ";25;"Gyõr-Moson-Sopron megye";17702;18119
2002;"Nõ";25;"Vas megye";10319;10439
2002;"Nõ";25;"Zala megye";11078;11199,5
2002;"Nõ";25;"Baranya megye";15670;15859,5
2002;"Nõ";25;"Somogy megye";12407;12548
2002;"Nõ";25;"Tolna megye";9289;9375
2002;"Nõ";25;"Borsod-Abaúj-Zemplén megye";26482;26604,5
2002;"Nõ";25;"Heves megye";11913;12095
2002;"Nõ";25;"Nógrád megye";7755;7803,5
2002;"Nõ";25;"Hajdú-Bihar megye";21739;22045
2002;"Nõ";25;"Szabolcs-Szatmár-Bereg megye";23059;23148
2002;"Nõ";25;"Jász-Nagykun-Szolnok megye";15133;15322
2002;"Nõ";25;"Bács-Kiskun megye";20477;20715,5
2002;"Nõ";25;"Békés megye";14433;14538
2002;"Nõ";25;"Csongrád megye";16931;17206,5
2002;"Nõ";30;"Budapest";65005;65363,5
2002;"Nõ";30;"Pest megye";41373;42126
2002;"Nõ";30;"Fejér megye";14814;14887
2002;"Nõ";30;"Komárom-Esztergom megye";10791;10695
2002;"Nõ";30;"Veszprém megye";12337;12420,5
2002;"Nõ";30;"Gyõr-Moson-Sopron megye";15037;15179
2002;"Nõ";30;"Vas megye";9314;9334
2002;"Nõ";30;"Zala megye";9903;9945,5
2002;"Nõ";30;"Baranya megye";13733;13747
2002;"Nõ";30;"Somogy megye";11055;11108,5
2002;"Nõ";30;"Tolna megye";8451;8408,5
2002;"Nõ";30;"Borsod-Abaúj-Zemplén megye";24591;24460,5
2002;"Nõ";30;"Heves megye";10457;10527
2002;"Nõ";30;"Nógrád megye";7127;7037,5
2002;"Nõ";30;"Hajdú-Bihar megye";19395;19334
2002;"Nõ";30;"Szabolcs-Szatmár-Bereg megye";20164;20275
2002;"Nõ";30;"Jász-Nagykun-Szolnok megye";13441;13334
2002;"Nõ";30;"Bács-Kiskun megye";18215;18168,5
2002;"Nõ";30;"Békés megye";12740;12711,5
2002;"Nõ";30;"Csongrád megye";14666;14735
2002;"Nõ";35;"Budapest";49654;50897,5
2002;"Nõ";35;"Pest megye";33892;35008,5
2002;"Nõ";35;"Fejér megye";12716;12928
2002;"Nõ";35;"Komárom-Esztergom megye";9856;9946
2002;"Nõ";35;"Veszprém megye";11415;11550
2002;"Nõ";35;"Gyõr-Moson-Sopron megye";12852;12959
2002;"Nõ";35;"Vas megye";7996;8094
2002;"Nõ";35;"Zala megye";9155;9203,5
2002;"Nõ";35;"Baranya megye";12739;12881,5
2002;"Nõ";35;"Somogy megye";10011;10081
2002;"Nõ";35;"Tolna megye";7552;7691
2002;"Nõ";35;"Borsod-Abaúj-Zemplén megye";23177;23237,5
2002;"Nõ";35;"Heves megye";9339;9394
2002;"Nõ";35;"Nógrád megye";6691;6803
2002;"Nõ";35;"Hajdú-Bihar megye";16952;17191
2002;"Nõ";35;"Szabolcs-Szatmár-Bereg megye";18197;18358,5
2002;"Nõ";35;"Jász-Nagykun-Szolnok megye";12210;12276,5
2002;"Nõ";35;"Bács-Kiskun megye";16472;16634,5
2002;"Nõ";35;"Békés megye";11634;11719
2002;"Nõ";35;"Csongrád megye";12820;12944,5
2002;"Nõ";40;"Budapest";51622;50403,5
2002;"Nõ";40;"Pest megye";36102;35692,5
2002;"Nõ";40;"Fejér megye";15006;14595
2002;"Nõ";40;"Komárom-Esztergom megye";10846;10643,5
2002;"Nõ";40;"Veszprém megye";13106;12761
2002;"Nõ";40;"Gyõr-Moson-Sopron megye";14524;14139,5
2002;"Nõ";40;"Vas megye";9146;8999
2002;"Nõ";40;"Zala megye";10925;10693
2002;"Nõ";40;"Baranya megye";14773;14375
2002;"Nõ";40;"Somogy megye";11679;11438,5
2002;"Nõ";40;"Tolna megye";8931;8634,5
2002;"Nõ";40;"Borsod-Abaúj-Zemplén megye";26010;25617
2002;"Nõ";40;"Heves megye";11149;10843
2002;"Nõ";40;"Nógrád megye";7659;7499,5
2002;"Nõ";40;"Hajdú-Bihar megye";19197;18822
2002;"Nõ";40;"Szabolcs-Szatmár-Bereg megye";20874;20406
2002;"Nõ";40;"Jász-Nagykun-Szolnok megye";13808;13492,5
2002;"Nõ";40;"Bács-Kiskun megye";18898;18530
2002;"Nõ";40;"Békés megye";13296;12916
2002;"Nõ";40;"Csongrád megye";13967;13793,5
2002;"Nõ";45;"Budapest";78039;75862
2002;"Nõ";45;"Pest megye";45393;45109
2002;"Nõ";45;"Fejér megye";18182;18217,5
2002;"Nõ";45;"Komárom-Esztergom megye";13581;13456
2002;"Nõ";45;"Veszprém megye";15860;15860,5
2002;"Nõ";45;"Gyõr-Moson-Sopron megye";18500;18338
2002;"Nõ";45;"Vas megye";11439;11357
2002;"Nõ";45;"Zala megye";13184;13129
2002;"Nõ";45;"Baranya megye";17284;17349
2002;"Nõ";45;"Somogy megye";14414;14342,5
2002;"Nõ";45;"Tolna megye";10850;10849
2002;"Nõ";45;"Borsod-Abaúj-Zemplén megye";29947;29938
2002;"Nõ";45;"Heves megye";13871;13783
2002;"Nõ";45;"Nógrád megye";9152;9149
2002;"Nõ";45;"Hajdú-Bihar megye";22090;22154
2002;"Nõ";45;"Szabolcs-Szatmár-Bereg megye";23008;23134
2002;"Nõ";45;"Jász-Nagykun-Szolnok megye";17478;17407,5
2002;"Nõ";45;"Bács-Kiskun megye";22489;22513
2002;"Nõ";45;"Békés megye";16618;16561
2002;"Nõ";45;"Csongrád megye";18231;17998,5
2002;"Nõ";50;"Budapest";72741;72042
2002;"Nõ";50;"Pest megye";41336;41821
2002;"Nõ";50;"Fejér megye";15564;15672
2002;"Nõ";50;"Komárom-Esztergom megye";11785;11835
2002;"Nõ";50;"Veszprém megye";13394;13536
2002;"Nõ";50;"Gyõr-Moson-Sopron megye";15862;16060
2002;"Nõ";50;"Vas megye";10101;10184
2002;"Nõ";50;"Zala megye";10894;11069
2002;"Nõ";50;"Baranya megye";15019;15087
2002;"Nõ";50;"Somogy megye";12859;13008
2002;"Nõ";50;"Tolna megye";9530;9576,5
2002;"Nõ";50;"Borsod-Abaúj-Zemplén megye";26087;26290
2002;"Nõ";50;"Heves megye";12235;12353
2002;"Nõ";50;"Nógrád megye";8042;8068,5
2002;"Nõ";50;"Hajdú-Bihar megye";19350;19491
2002;"Nõ";50;"Szabolcs-Szatmár-Bereg megye";19861;20149,5
2002;"Nõ";50;"Jász-Nagykun-Szolnok megye";14914;15074,5
2002;"Nõ";50;"Bács-Kiskun megye";19822;19855,5
2002;"Nõ";50;"Békés megye";14991;14995
2002;"Nõ";50;"Csongrád megye";16301;16335,5
2002;"Nõ";55;"Budapest";68936;69118
2002;"Nõ";55;"Pest megye";35130;35498
2002;"Nõ";55;"Fejér megye";12711;12809
2002;"Nõ";55;"Komárom-Esztergom megye";9983;9940,5
2002;"Nõ";55;"Veszprém megye";11356;11313,5
2002;"Nõ";55;"Gyõr-Moson-Sopron megye";13406;13470
2002;"Nõ";55;"Vas megye";8404;8414
2002;"Nõ";55;"Zala megye";9160;9179
2002;"Nõ";55;"Baranya megye";12621;12586,5
2002;"Nõ";55;"Somogy megye";10469;10418
2002;"Nõ";55;"Tolna megye";7627;7701,5
2002;"Nõ";55;"Borsod-Abaúj-Zemplén megye";22630;22432
2002;"Nõ";55;"Heves megye";10837;10821,5
2002;"Nõ";55;"Nógrád megye";7521;7478
2002;"Nõ";55;"Hajdú-Bihar megye";15865;15962,5
2002;"Nõ";55;"Szabolcs-Szatmár-Bereg megye";14881;15141
2002;"Nõ";55;"Jász-Nagykun-Szolnok megye";12812;12784,5
2002;"Nõ";55;"Bács-Kiskun megye";17465;17589
2002;"Nõ";55;"Békés megye";12435;12515
2002;"Nõ";55;"Csongrád megye";14389;14511
2002;"Nõ";60;"Budapest";55979;57179
2002;"Nõ";60;"Pest megye";30524;31249
2002;"Nõ";60;"Fejér megye";12600;12710
2002;"Nõ";60;"Komárom-Esztergom megye";9740;9838
2002;"Nõ";60;"Veszprém megye";11359;11458
2002;"Nõ";60;"Gyõr-Moson-Sopron megye";12299;12397,5
2002;"Nõ";60;"Vas megye";7772;7897
