"Year";"Sex";"Age";"County";"PopJan1";"PopMidYear"
1992;"Nõ";65;"Nógrád megye";6783;6690
1992;"Nõ";65;"Hajdú-Bihar megye";14759;14615,5
1992;"Nõ";65;"Szabolcs-Szatmár-Bereg megye";15783;15609
1992;"Nõ";65;"Jász-Nagykun-Szolnok megye";12173;12048,5
1992;"Nõ";65;"Bács-Kiskun megye";16577;16420,5
1992;"Nõ";65;"Békés megye";12843;12665,5
1992;"Nõ";65;"Csongrád megye";13363;13280,5
1992;"Nõ";70;"Budapest";49597;52244
1992;"Nõ";70;"Pest megye";17624;18936,5
1992;"Nõ";70;"Fejér megye";6584;7168
1992;"Nõ";70;"Komárom-Esztergom megye";5527;5905
1992;"Nõ";70;"Veszprém megye";6603;7110,5
1992;"Nõ";70;"Gyõr-Moson-Sopron megye";8201;8780,5
1992;"Nõ";70;"Vas megye";5582;5992
1992;"Nõ";70;"Zala megye";6401;6914,5
1992;"Nõ";70;"Baranya megye";8131;8791,5
1992;"Nõ";70;"Somogy megye";7543;7985
1992;"Nõ";70;"Tolna megye";5138;5547,5
1992;"Nõ";70;"Borsod-Abaúj-Zemplén megye";14442;15392,5
1992;"Nõ";70;"Heves megye";7501;8010
1992;"Nõ";70;"Nógrád megye";4934;5246,5
1992;"Nõ";70;"Hajdú-Bihar megye";9511;10293
1992;"Nõ";70;"Szabolcs-Szatmár-Bereg megye";9848;10678,5
1992;"Nõ";70;"Jász-Nagykun-Szolnok megye";8139;8735
1992;"Nõ";70;"Bács-Kiskun megye";11125;11935
1992;"Nõ";70;"Békés megye";8626;9301
1992;"Nõ";70;"Csongrád megye";8729;9355
1992;"Nõ";75;"Budapest";41801;39378
1992;"Nõ";75;"Pest megye";13934;13063
1992;"Nõ";75;"Fejér megye";5210;4831,5
1992;"Nõ";75;"Komárom-Esztergom megye";4000;3827
1992;"Nõ";75;"Veszprém megye";4989;4663
1992;"Nõ";75;"Gyõr-Moson-Sopron megye";6141;5805,5
1992;"Nõ";75;"Vas megye";4418;4168
1992;"Nõ";75;"Zala megye";5084;4739
1992;"Nõ";75;"Baranya megye";5877;5428
1992;"Nõ";75;"Somogy megye";5574;5220
1992;"Nõ";75;"Tolna megye";3885;3588,5
1992;"Nõ";75;"Borsod-Abaúj-Zemplén megye";10894;10234
1992;"Nõ";75;"Heves megye";5966;5561,5
1992;"Nõ";75;"Nógrád megye";3516;3285,5
1992;"Nõ";75;"Hajdú-Bihar megye";7615;7094,5
1992;"Nõ";75;"Szabolcs-Szatmár-Bereg megye";7184;6668,5
1992;"Nõ";75;"Jász-Nagykun-Szolnok megye";6867;6360
1992;"Nõ";75;"Bács-Kiskun megye";9030;8303
1992;"Nõ";75;"Békés megye";7084;6574,5
1992;"Nõ";75;"Csongrád megye";7884;7273,5
1992;"Nõ";80;"Budapest";30926;31431
1992;"Nõ";80;"Pest megye";10018;10208
1992;"Nõ";80;"Fejér megye";3700;3771
1992;"Nõ";80;"Komárom-Esztergom megye";2763;2793,5
1992;"Nõ";80;"Veszprém megye";3718;3773,5
1992;"Nõ";80;"Gyõr-Moson-Sopron megye";4365;4453
1992;"Nõ";80;"Vas megye";3293;3316
1992;"Nõ";80;"Zala megye";3671;3730
1992;"Nõ";80;"Baranya megye";4390;4459,5
1992;"Nõ";80;"Somogy megye";4041;4097
1992;"Nõ";80;"Tolna megye";2743;2821
1992;"Nõ";80;"Borsod-Abaúj-Zemplén megye";7600;7801,5
1992;"Nõ";80;"Heves megye";4396;4495
1992;"Nõ";80;"Nógrád megye";2659;2709
1992;"Nõ";80;"Hajdú-Bihar megye";5798;5845,5
1992;"Nõ";80;"Szabolcs-Szatmár-Bereg megye";5049;5118,5
1992;"Nõ";80;"Jász-Nagykun-Szolnok megye";5037;5165
1992;"Nõ";80;"Bács-Kiskun megye";6671;6832
1992;"Nõ";80;"Békés megye";5344;5425,5
1992;"Nõ";80;"Csongrád megye";5862;5984,5
1992;"Nõ";85;"Budapest";18205;18597,5
1992;"Nõ";85;"Pest megye";5230;5348
1992;"Nõ";85;"Fejér megye";2025;2058
1992;"Nõ";85;"Komárom-Esztergom megye";1351;1389
1992;"Nõ";85;"Veszprém megye";1979;2019,5
1992;"Nõ";85;"Gyõr-Moson-Sopron megye";2365;2395,5
1992;"Nõ";85;"Vas megye";1679;1717,5
1992;"Nõ";85;"Zala megye";1925;1935,5
1992;"Nõ";85;"Baranya megye";2238;2269
1992;"Nõ";85;"Somogy megye";2012;2047
1992;"Nõ";85;"Tolna megye";1439;1428,5
1992;"Nõ";85;"Borsod-Abaúj-Zemplén megye";3899;3933,5
1992;"Nõ";85;"Heves megye";2281;2354
1992;"Nõ";85;"Nógrád megye";1400;1422,5
1992;"Nõ";85;"Hajdú-Bihar megye";2930;2982
1992;"Nõ";85;"Szabolcs-Szatmár-Bereg megye";2494;2550
1992;"Nõ";85;"Jász-Nagykun-Szolnok megye";2722;2727
1992;"Nõ";85;"Bács-Kiskun megye";3593;3653,5
1992;"Nõ";85;"Békés megye";2767;2770
1992;"Nõ";85;"Csongrád megye";3149;3202,5
1993;"Férfi";0;"Budapest";50096;49785,5
1993;"Férfi";0;"Pest megye";29864;30053
1993;"Férfi";0;"Fejér megye";13894;13833,5
1993;"Férfi";0;"Komárom-Esztergom megye";9748;9660,5
1993;"Férfi";0;"Veszprém megye";11982;11922
1993;"Férfi";0;"Gyõr-Moson-Sopron megye";12550;12484,5
1993;"Férfi";0;"Vas megye";7992;7867,5
1993;"Férfi";0;"Zala megye";8936;8815
1993;"Férfi";0;"Baranya megye";12572;12507
1993;"Férfi";0;"Somogy megye";10152;10157,5
1993;"Férfi";0;"Tolna megye";7808;7759
1993;"Férfi";0;"Borsod-Abaúj-Zemplén megye";26007;25708
1993;"Férfi";0;"Heves megye";9531;9498,5
1993;"Férfi";0;"Nógrád megye";6687;6663
1993;"Férfi";0;"Hajdú-Bihar megye";19175;19097,5
1993;"Férfi";0;"Szabolcs-Szatmár-Bereg megye";20312;20164
1993;"Férfi";0;"Jász-Nagykun-Szolnok megye";13557;13431,5
1993;"Férfi";0;"Bács-Kiskun megye";17261;17109,5
1993;"Férfi";0;"Békés megye";11946;11888
1993;"Férfi";0;"Csongrád megye";12933;12934
1993;"Férfi";5;"Budapest";50389;50098
1993;"Férfi";5;"Pest megye";30033;30188
1993;"Férfi";5;"Fejér megye";14140;14141,5
1993;"Férfi";5;"Komárom-Esztergom megye";10071;10079,5
1993;"Férfi";5;"Veszprém megye";12476;12399
1993;"Férfi";5;"Gyõr-Moson-Sopron megye";13133;13042,5
1993;"Férfi";5;"Vas megye";8242;8286,5
1993;"Férfi";5;"Zala megye";9311;9329,5
1993;"Férfi";5;"Baranya megye";12570;12592,5
1993;"Férfi";5;"Somogy megye";10249;10219,5
1993;"Férfi";5;"Tolna megye";8203;8158,5
1993;"Férfi";5;"Borsod-Abaúj-Zemplén megye";25805;25842,5
1993;"Férfi";5;"Heves megye";9736;9738
1993;"Férfi";5;"Nógrád megye";6741;6718
1993;"Férfi";5;"Hajdú-Bihar megye";18289;18316,5
1993;"Férfi";5;"Szabolcs-Szatmár-Bereg megye";21236;21140
1993;"Férfi";5;"Jász-Nagykun-Szolnok megye";13368;13421
1993;"Férfi";5;"Bács-Kiskun megye";16735;16761,5
1993;"Férfi";5;"Békés megye";12407;12350,5
1993;"Férfi";5;"Csongrád megye";12496;12512,5
1993;"Férfi";10;"Budapest";63244;60742
1993;"Férfi";10;"Pest megye";35021;34241,5
1993;"Férfi";10;"Fejér megye";16456;16056,5
1993;"Férfi";10;"Komárom-Esztergom megye";11470;11173
1993;"Férfi";10;"Veszprém megye";14918;14560
1993;"Férfi";10;"Gyõr-Moson-Sopron megye";16223;15778,5
1993;"Férfi";10;"Vas megye";10080;9762,5
1993;"Férfi";10;"Zala megye";11255;10905
1993;"Férfi";10;"Baranya megye";14697;14293
1993;"Férfi";10;"Somogy megye";12164;11861,5
1993;"Férfi";10;"Tolna megye";9280;9094
1993;"Férfi";10;"Borsod-Abaúj-Zemplén megye";28957;28282,5
1993;"Férfi";10;"Heves megye";11637;11352
1993;"Férfi";10;"Nógrád megye";7833;7649
1993;"Férfi";10;"Hajdú-Bihar megye";21158;20638,5
1993;"Férfi";10;"Szabolcs-Szatmár-Bereg megye";23443;23023
1993;"Férfi";10;"Jász-Nagykun-Szolnok megye";16182;15677,5
1993;"Férfi";10;"Bács-Kiskun megye";19356;18895
1993;"Férfi";10;"Békés megye";14369;14009,5
1993;"Férfi";10;"Csongrád megye";14831;14437
1993;"Férfi";15;"Budapest";83880;85188
1993;"Férfi";15;"Pest megye";43213;43569
1993;"Férfi";15;"Fejér megye";19536;19666,5
1993;"Férfi";15;"Komárom-Esztergom megye";13949;14019,5
1993;"Férfi";15;"Veszprém megye";16567;16730,5
1993;"Férfi";15;"Gyõr-Moson-Sopron megye";20110;20201,5
1993;"Férfi";15;"Vas megye";11804;11772,5
1993;"Férfi";15;"Zala megye";12680;12772,5
1993;"Férfi";15;"Baranya megye";17903;18042,5
1993;"Férfi";15;"Somogy megye";14226;14262
1993;"Férfi";15;"Tolna megye";10671;10695
1993;"Férfi";15;"Borsod-Abaúj-Zemplén megye";32001;32072
1993;"Férfi";15;"Heves megye";13673;13786,5
1993;"Férfi";15;"Nógrád megye";9050;9063,5
1993;"Férfi";15;"Hajdú-Bihar megye";24917;24975,5
1993;"Férfi";15;"Szabolcs-Szatmár-Bereg megye";25392;25307
1993;"Férfi";15;"Jász-Nagykun-Szolnok megye";18390;18478,5
1993;"Férfi";15;"Bács-Kiskun megye";22887;22920,5
1993;"Férfi";15;"Békés megye";16733;16733
1993;"Férfi";15;"Csongrád megye";19564;19527,5
1993;"Férfi";20;"Budapest";74074;73416
1993;"Férfi";20;"Pest megye";35700;35966
1993;"Férfi";20;"Fejér megye";15588;15637
1993;"Férfi";20;"Komárom-Esztergom megye";11241;11317
1993;"Férfi";20;"Veszprém megye";13262;13306
1993;"Férfi";20;"Gyõr-Moson-Sopron megye";16206;16365
1993;"Férfi";20;"Vas megye";9826;9885
1993;"Férfi";20;"Zala megye";10180;10326,5
1993;"Férfi";20;"Baranya megye";15492;15544,5
1993;"Férfi";20;"Somogy megye";11267;11426,5
1993;"Férfi";20;"Tolna megye";8314;8390,5
1993;"Férfi";20;"Borsod-Abaúj-Zemplén megye";26435;26598,5
1993;"Férfi";20;"Heves megye";11016;11110,5
1993;"Férfi";20;"Nógrád megye";7498;7547,5
1993;"Férfi";20;"Hajdú-Bihar megye";20944;21080,5
1993;"Férfi";20;"Szabolcs-Szatmár-Bereg megye";19891;20248,5
1993;"Férfi";20;"Jász-Nagykun-Szolnok megye";14138;14338,5
1993;"Férfi";20;"Bács-Kiskun megye";18594;18768
1993;"Férfi";20;"Békés megye";13166;13310
1993;"Férfi";20;"Csongrád megye";15885;15989
1993;"Férfi";25;"Budapest";63361;65520
1993;"Férfi";25;"Pest megye";30303;31307
1993;"Férfi";25;"Fejér megye";13455;13667
1993;"Férfi";25;"Komárom-Esztergom megye";10152;10234
1993;"Férfi";25;"Veszprém megye";12344;12491,5
1993;"Férfi";25;"Gyõr-Moson-Sopron megye";13024;13351,5
1993;"Férfi";25;"Vas megye";8510;8609
1993;"Férfi";25;"Zala megye";9106;9196
1993;"Férfi";25;"Baranya megye";13172;13426
1993;"Férfi";25;"Somogy megye";10145;10176,5
1993;"Férfi";25;"Tolna megye";7603;7666,5
1993;"Férfi";25;"Borsod-Abaúj-Zemplén megye";23500;23625,5
1993;"Férfi";25;"Heves megye";9520;9583
1993;"Férfi";25;"Nógrád megye";6602;6663
1993;"Férfi";25;"Hajdú-Bihar megye";17875;18197
1993;"Férfi";25;"Szabolcs-Szatmár-Bereg megye";17692;17827,5
1993;"Férfi";25;"Jász-Nagykun-Szolnok megye";12243;12367
1993;"Férfi";25;"Bács-Kiskun megye";16256;16497,5
1993;"Férfi";25;"Békés megye";11739;11810
1993;"Férfi";25;"Csongrád megye";13357;13747
1993;"Férfi";30;"Budapest";56093;55542
1993;"Férfi";30;"Pest megye";30253;29982
1993;"Férfi";30;"Fejér megye";14610;14360,5
1993;"Férfi";30;"Komárom-Esztergom megye";10575;10498
1993;"Férfi";30;"Veszprém megye";13127;12881
1993;"Férfi";30;"Gyõr-Moson-Sopron megye";13591;13325,5
1993;"Férfi";30;"Vas megye";8898;8765
1993;"Férfi";30;"Zala megye";10092;9877
1993;"Férfi";30;"Baranya megye";14363;13995
1993;"Férfi";30;"Somogy megye";11043;10885,5
1993;"Férfi";30;"Tolna megye";8042;7922
1993;"Férfi";30;"Borsod-Abaúj-Zemplén megye";24810;24308
1993;"Férfi";30;"Heves megye";10225;10020
1993;"Férfi";30;"Nógrád megye";7296;7142,5
1993;"Férfi";30;"Hajdú-Bihar megye";18301;17993
1993;"Férfi";30;"Szabolcs-Szatmár-Bereg megye";19642;19207
1993;"Férfi";30;"Jász-Nagykun-Szolnok megye";12977;12711,5
1993;"Férfi";30;"Bács-Kiskun megye";17537;17169,5
1993;"Férfi";30;"Békés megye";12282;12065
1993;"Férfi";30;"Csongrád megye";13018;12807,5
1993;"Férfi";35;"Budapest";79072;75320
1993;"Férfi";35;"Pest megye";40037;39141
1993;"Férfi";35;"Fejér megye";19025;18646
1993;"Férfi";35;"Komárom-Esztergom megye";13866;13556
1993;"Férfi";35;"Veszprém megye";16675;16419,5
1993;"Férfi";35;"Gyõr-Moson-Sopron megye";18066;17770
1993;"Férfi";35;"Vas megye";11600;11396,5
1993;"Férfi";35;"Zala megye";13148;12956
1993;"Férfi";35;"Baranya megye";18012;17884
1993;"Férfi";35;"Somogy megye";14726;14446
1993;"Férfi";35;"Tolna megye";10801;10581
1993;"Férfi";35;"Borsod-Abaúj-Zemplén megye";30509;30125
1993;"Férfi";35;"Heves megye";13549;13311
1993;"Férfi";35;"Nógrád megye";9036;8872
1993;"Férfi";35;"Hajdú-Bihar megye";22538;22395,5
1993;"Férfi";35;"Szabolcs-Szatmár-Bereg megye";23897;23762
1993;"Férfi";35;"Jász-Nagykun-Szolnok megye";17588;17228,5
1993;"Férfi";35;"Bács-Kiskun megye";22315;22064
1993;"Férfi";35;"Békés megye";17078;16734
1993;"Férfi";35;"Csongrád megye";17699;17375
1993;"Férfi";40;"Budapest";72912;74463
1993;"Férfi";40;"Pest megye";38766;39152
1993;"Férfi";40;"Fejér megye";16603;16800,5
1993;"Férfi";40;"Komárom-Esztergom megye";11894;12031
1993;"Férfi";40;"Veszprém megye";14317;14511
1993;"Férfi";40;"Gyõr-Moson-Sopron megye";16469;16636,5
1993;"Férfi";40;"Vas megye";11080;11152,5
1993;"Férfi";40;"Zala megye";11502;11629,5
1993;"Férfi";40;"Baranya megye";15055;15246
1993;"Férfi";40;"Somogy megye";13115;13206,5
1993;"Férfi";40;"Tolna megye";9684;9723,5
1993;"Férfi";40;"Borsod-Abaúj-Zemplén megye";26318;26580
1993;"Férfi";40;"Heves megye";12061;12200,5
1993;"Férfi";40;"Nógrád megye";8181;8277
1993;"Férfi";40;"Hajdú-Bihar megye";19662;19723,5
1993;"Férfi";40;"Szabolcs-Szatmár-Bereg megye";20885;20944,5
1993;"Férfi";40;"Jász-Nagykun-Szolnok megye";15457;15633
1993;"Férfi";40;"Bács-Kiskun megye";19786;19912
1993;"Férfi";40;"Békés megye";15165;15245,5
1993;"Férfi";40;"Csongrád megye";15824;15943,5
1993;"Férfi";45;"Budapest";70485;70270,5
1993;"Férfi";45;"Pest megye";33225;33686,5
1993;"Férfi";45;"Fejér megye";12856;13134,5
1993;"Férfi";45;"Komárom-Esztergom megye";10311;10436
1993;"Férfi";45;"Veszprém megye";11788;11982,5
1993;"Férfi";45;"Gyõr-Moson-Sopron megye";14230;14418
1993;"Férfi";45;"Vas megye";8925;9106,5
1993;"Férfi";45;"Zala megye";8988;9230
1993;"Férfi";45;"Baranya megye";12273;12424
1993;"Férfi";45;"Somogy megye";10303;10590
1993;"Férfi";45;"Tolna megye";7755;7984
1993;"Férfi";45;"Borsod-Abaúj-Zemplén megye";21401;21566
1993;"Férfi";45;"Heves megye";10306;10393
1993;"Férfi";45;"Nógrád megye";6964;7003
1993;"Férfi";45;"Hajdú-Bihar megye";15945;16158,5
1993;"Férfi";45;"Szabolcs-Szatmár-Bereg megye";15069;15560
1993;"Férfi";45;"Jász-Nagykun-Szolnok megye";12767;12911
1993;"Férfi";45;"Bács-Kiskun megye";17191;17322
1993;"Férfi";45;"Békés megye";12680;12820,5
1993;"Férfi";45;"Csongrád megye";14195;14237
1993;"Férfi";50;"Budapest";57920;59200,5
1993;"Férfi";50;"Pest megye";28289;28713,5
1993;"Férfi";50;"Fejér megye";11656;11717,5
1993;"Férfi";50;"Komárom-Esztergom megye";9691;9689,5
1993;"Férfi";50;"Veszprém megye";10924;10999,5
1993;"Férfi";50;"Gyõr-Moson-Sopron megye";12081;12241,5
1993;"Férfi";50;"Vas megye";7778;7829,5
1993;"Férfi";50;"Zala megye";8230;8222
1993;"Férfi";50;"Baranya megye";12036;11942,5
1993;"Férfi";50;"Somogy megye";9588;9520,5
1993;"Férfi";50;"Tolna megye";7083;7005,5
1993;"Férfi";50;"Borsod-Abaúj-Zemplén megye";20877;20724,5
1993;"Férfi";50;"Heves megye";9392;9425,5
1993;"Férfi";50;"Nógrád megye";6933;6906,5
1993;"Férfi";50;"Hajdú-Bihar megye";14247;14319,5
1993;"Férfi";50;"Szabolcs-Szatmár-Bereg megye";13333;13275
1993;"Férfi";50;"Jász-Nagykun-Szolnok megye";12175;12181,5
1993;"Férfi";50;"Bács-Kiskun megye";14985;15018,5
1993;"Férfi";50;"Békés megye";11520;11619
1993;"Férfi";50;"Csongrád megye";12522;12681
1993;"Férfi";55;"Budapest";46594;46050,5
1993;"Férfi";55;"Pest megye";23616;23643
1993;"Férfi";55;"Fejér megye";10669;10524,5
1993;"Férfi";55;"Komárom-Esztergom megye";8369;8328
1993;"Férfi";55;"Veszprém megye";9406;9339
1993;"Férfi";55;"Gyõr-Moson-Sopron megye";9992;9899
1993;"Férfi";55;"Vas megye";6517;6511,5
1993;"Férfi";55;"Zala megye";7413;7276,5
1993;"Férfi";55;"Baranya megye";11228;11143
1993;"Férfi";55;"Somogy megye";8558;8450,5
1993;"Férfi";55;"Tolna megye";6397;6380,5
1993;"Férfi";55;"Borsod-Abaúj-Zemplén megye";20421;20110
1993;"Férfi";55;"Heves megye";9012;8815
1993;"Férfi";55;"Nógrád megye";6475;6414
1993;"Férfi";55;"Hajdú-Bihar megye";12948;12885,5
1993;"Férfi";55;"Szabolcs-Szatmár-Bereg megye";12956;12698
1993;"Férfi";55;"Jász-Nagykun-Szolnok megye";11414;11340,5
1993;"Férfi";55;"Bács-Kiskun megye";13622;13499
1993;"Férfi";55;"Békés megye";10739;10620
1993;"Férfi";55;"Csongrád megye";10793;10761,5
1993;"Férfi";60;"Budapest";47342;46606,5
1993;"Férfi";60;"Pest megye";22050;22023
1993;"Férfi";60;"Fejér megye";10287;10298
1993;"Férfi";60;"Komárom-Esztergom megye";7329;7339
1993;"Férfi";60;"Veszprém megye";9541;9438,5
1993;"Férfi";60;"Gyõr-Moson-Sopron megye";10265;10145,5
1993;"Férfi";60;"Vas megye";6755;6673
1993;"Férfi";60;"Zala megye";7914;7784,5
1993;"Férfi";60;"Baranya megye";10660;10579
1993;"Férfi";60;"Somogy megye";8986;8845
1993;"Férfi";60;"Tolna megye";6287;6214,5
1993;"Férfi";60;"Borsod-Abaúj-Zemplén megye";18423;18320
1993;"Férfi";60;"Heves megye";8899;8915
1993;"Férfi";60;"Nógrád megye";5872;5817,5
1993;"Férfi";60;"Hajdú-Bihar megye";12444;12430,5
1993;"Férfi";60;"Szabolcs-Szatmár-Bereg megye";12853;12681
1993;"Férfi";60;"Jász-Nagykun-Szolnok megye";10845;10770
1993;"Férfi";60;"Bács-Kiskun megye";13638;13466
1993;"Férfi";60;"Békés megye";10186;10142
1993;"Férfi";60;"Csongrád megye";10571;10464
1993;"Férfi";65;"Budapest";41595;41297,5
1993;"Férfi";65;"Pest megye";18089;17970,5
1993;"Férfi";65;"Fejér megye";8018;8017,5
1993;"Férfi";65;"Komárom-Esztergom megye";6069;6026,5
1993;"Férfi";65;"Veszprém megye";7314;7332
1993;"Férfi";65;"Gyõr-Moson-Sopron megye";9268;9203,5
1993;"Férfi";65;"Vas megye";6012;5942,5
1993;"Férfi";65;"Zala megye";7082;6967,5
1993;"Férfi";65;"Baranya megye";8503;8573
1993;"Férfi";65;"Somogy megye";7633;7577
1993;"Férfi";65;"Tolna megye";5504;5427
1993;"Férfi";65;"Borsod-Abaúj-Zemplén megye";15086;14911,5
1993;"Férfi";65;"Heves megye";7187;7159,5
1993;"Férfi";65;"Nógrád megye";4797;4766
1993;"Férfi";65;"Hajdú-Bihar megye";10891;10762,5
1993;"Férfi";65;"Szabolcs-Szatmár-Bereg megye";11460;11253,5
1993;"Férfi";65;"Jász-Nagykun-Szolnok megye";9457;9392
1993;"Férfi";65;"Bács-Kiskun megye";11636;11579,5
1993;"Férfi";65;"Békés megye";9779;9635
1993;"Férfi";65;"Csongrád megye";9600;9438
1993;"Férfi";70;"Budapest";31548;32580
1993;"Férfi";70;"Pest megye";12881;13498
1993;"Férfi";70;"Fejér megye";5145;5457
1993;"Férfi";70;"Komárom-Esztergom megye";4075;4286,5
1993;"Férfi";70;"Veszprém megye";5175;5409
1993;"Férfi";70;"Gyõr-Moson-Sopron megye";6368;6721,5
1993;"Férfi";70;"Vas megye";4350;4555,5
1993;"Férfi";70;"Zala megye";4817;5089
1993;"Férfi";70;"Baranya megye";5882;6171,5
1993;"Férfi";70;"Somogy megye";5289;5571
1993;"Férfi";70;"Tolna megye";3802;4040,5
1993;"Férfi";70;"Borsod-Abaúj-Zemplén megye";10180;10732
1993;"Férfi";70;"Heves megye";5211;5457,5
1993;"Férfi";70;"Nógrád megye";3511;3636
1993;"Férfi";70;"Hajdú-Bihar megye";7295;7734
1993;"Férfi";70;"Szabolcs-Szatmár-Bereg megye";7377;7856,5
1993;"Férfi";70;"Jász-Nagykun-Szolnok megye";6147;6521,5
1993;"Férfi";70;"Bács-Kiskun megye";8144;8600
1993;"Férfi";70;"Békés megye";7067;7476
1993;"Férfi";70;"Csongrád megye";6681;7087,5
1993;"Férfi";75;"Budapest";19886;18583
1993;"Férfi";75;"Pest megye";7050;6583,5
1993;"Férfi";75;"Fejér megye";2619;2429,5
1993;"Férfi";75;"Komárom-Esztergom megye";2102;1953
1993;"Férfi";75;"Veszprém megye";2696;2512,5
1993;"Férfi";75;"Gyõr-Moson-Sopron megye";3450;3222,5
1993;"Férfi";75;"Vas megye";2371;2222
1993;"Férfi";75;"Zala megye";2367;2205,5
1993;"Férfi";75;"Baranya megye";2903;2651,5
1993;"Férfi";75;"Somogy megye";2655;2463,5
1993;"Férfi";75;"Tolna megye";1860;1715
1993;"Férfi";75;"Borsod-Abaúj-Zemplén megye";5196;4856
1993;"Férfi";75;"Heves megye";2756;2521
1993;"Férfi";75;"Nógrád megye";1818;1732,5
1993;"Férfi";75;"Hajdú-Bihar megye";3798;3501
1993;"Férfi";75;"Szabolcs-Szatmár-Bereg megye";3409;3176,5
1993;"Férfi";75;"Jász-Nagykun-Szolnok megye";3516;3236
1993;"Férfi";75;"Bács-Kiskun megye";4484;4131,5
1993;"Férfi";75;"Békés megye";3963;3630
1993;"Férfi";75;"Csongrád megye";4006;3660
1993;"Férfi";80;"Budapest";14484;14731
1993;"Férfi";80;"Pest megye";5181;5240
1993;"Férfi";80;"Fejér megye";1895;1915,5
1993;"Férfi";80;"Komárom-Esztergom megye";1392;1413,5
1993;"Férfi";80;"Veszprém megye";2052;2060
1993;"Férfi";80;"Gyõr-Moson-Sopron megye";2501;2529
1993;"Férfi";80;"Vas megye";1769;1796,5
1993;"Férfi";80;"Zala megye";1900;1878
1993;"Férfi";80;"Baranya megye";2057;2094,5
1993;"Férfi";80;"Somogy megye";2008;1970,5
1993;"Férfi";80;"Tolna megye";1424;1434
1993;"Férfi";80;"Borsod-Abaúj-Zemplén megye";3734;3733,5
1993;"Férfi";80;"Heves megye";2064;2084
1993;"Férfi";80;"Nógrád megye";1344;1341,5
1993;"Férfi";80;"Hajdú-Bihar megye";3255;3249,5
1993;"Férfi";80;"Szabolcs-Szatmár-Bereg megye";2702;2664
1993;"Férfi";80;"Jász-Nagykun-Szolnok megye";2940;2929,5
1993;"Férfi";80;"Bács-Kiskun megye";3428;3427
1993;"Férfi";80;"Békés megye";3509;3526,5
1993;"Férfi";80;"Csongrád megye";3394;3409
1993;"Férfi";85;"Budapest";6264;6425
1993;"Férfi";85;"Pest megye";2054;2096,5
1993;"Férfi";85;"Fejér megye";796;794,5
1993;"Férfi";85;"Komárom-Esztergom megye";540;552,5
1993;"Férfi";85;"Veszprém megye";868;878,5
1993;"Férfi";85;"Gyõr-Moson-Sopron megye";1035;1059
1993;"Férfi";85;"Vas megye";731;737,5
1993;"Férfi";85;"Zala megye";785;809,5
1993;"Férfi";85;"Baranya megye";868;878
1993;"Férfi";85;"Somogy megye";813;828,5
1993;"Férfi";85;"Tolna megye";588;594,5
1993;"Férfi";85;"Borsod-Abaúj-Zemplén megye";1500;1518,5
1993;"Férfi";85;"Heves megye";825;840
1993;"Férfi";85;"Nógrád megye";497;503
1993;"Férfi";85;"Hajdú-Bihar megye";1385;1408
1993;"Férfi";85;"Szabolcs-Szatmár-Bereg megye";1087;1103
1993;"Férfi";85;"Jász-Nagykun-Szolnok megye";1275;1295
1993;"Férfi";85;"Bács-Kiskun megye";1582;1588
1993;"Férfi";85;"Békés megye";1554;1597,5
1993;"Férfi";85;"Csongrád megye";1520;1563,5
1993;"Nõ";0;"Budapest";48010;47561,5
1993;"Nõ";0;"Pest megye";28568;28811
1993;"Nõ";0;"Fejér megye";13287;13203,5
1993;"Nõ";0;"Komárom-Esztergom megye";9303;9259
1993;"Nõ";0;"Veszprém megye";11121;11020,5
1993;"Nõ";0;"Gyõr-Moson-Sopron megye";12071;12007
1993;"Nõ";0;"Vas megye";7561;7549
1993;"Nõ";0;"Zala megye";8289;8175,5
1993;"Nõ";0;"Baranya megye";11895;11874
1993;"Nõ";0;"Somogy megye";9770;9818,5
1993;"Nõ";0;"Tolna megye";7437;7400,5
1993;"Nõ";0;"Borsod-Abaúj-Zemplén megye";24530;24340
1993;"Nõ";0;"Heves megye";9129;9019,5
1993;"Nõ";0;"Nógrád megye";6412;6371
1993;"Nõ";0;"Hajdú-Bihar megye";18439;18341,5
1993;"Nõ";0;"Szabolcs-Szatmár-Bereg megye";19585;19429
1993;"Nõ";0;"Jász-Nagykun-Szolnok megye";13023;12920
1993;"Nõ";0;"Bács-Kiskun megye";16454;16380
1993;"Nõ";0;"Békés megye";11593;11519
1993;"Nõ";0;"Csongrád megye";12220;12197,5
1993;"Nõ";5;"Budapest";48277;47955
1993;"Nõ";5;"Pest megye";28413;28566,5
1993;"Nõ";5;"Fejér megye";13083;13110
1993;"Nõ";5;"Komárom-Esztergom megye";9666;9643,5
1993;"Nõ";5;"Veszprém megye";11814;11766,5
1993;"Nõ";5;"Gyõr-Moson-Sopron megye";12520;12506,5
1993;"Nõ";5;"Vas megye";7788;7783
1993;"Nõ";5;"Zala megye";8897;8833
1993;"Nõ";5;"Baranya megye";12078;12041,5
1993;"Nõ";5;"Somogy megye";9643;9628,5
1993;"Nõ";5;"Tolna megye";7703;7642,5
1993;"Nõ";5;"Borsod-Abaúj-Zemplén megye";24689;24666
1993;"Nõ";5;"Heves megye";9575;9528
1993;"Nõ";5;"Nógrád megye";6624;6604,5
1993;"Nõ";5;"Hajdú-Bihar megye";17669;17753
1993;"Nõ";5;"Szabolcs-Szatmár-Bereg megye";20607;20573
